"",,,,INSTL CL,,,
"",,,,REINVEST AT 57.250,,,"8,325.79"
12/27,Cash,SHRT TRM GAIN,,SPDR S&P DIVIDEND ETF,,62.50,
"",,,,122716 225,,,
12/27,Cash,LT CAP GAIN,,SPDR S&P DIVIDEND ETF,,70.53,
"",,,,122716 225,,,
12/27,Cash,DIVIDEND,,SPDR S&P DIVIDEND ETF,,175.06,
"",,,,122716 225,,,
"",,,,PIM,,,001 CLBS CLL3
DATE,ACCOUNT TYPE,CHECK NUMBER,QUANTITY,DESCRIPTION,PRICE,AMOUNT,BALANCES
12/27,Cash,DIVIDEND,,VANGUARD TAX MANAGED,,2.80,
"",,,,SMALL CAP INVESTMENT,,,
"",,,,INV SHS,,,
"",,,,122716 13.72500,,,
12/27,Cash,DIVIDEND,,VANGUARD BALANCED,,19.17,
"",,,,INDEX ADM FUND,,,
"",,,,122716 98.31300,,,
12/27,Cash,DIVIDEND,,VANGUARD TOTAL STOCK,,210.10,
"",,,,MARKET ETF,,,
"",,,,122716 289,,,
12/27,Cash,DIVIDEND,,VANGUARD INFLATION-,,492.97,
"",,,,PROTECTED,,,
"",,,,122716 557.66400,,,
12/27,Cash,REINVEST DIV,0.05000,VANGUARD TAX MANAGED,,-2.80,
"",,,,SMALL CAP INVESTMENT,,,
"",,,,INV SHS,,,
"",,,,REINVEST AT 55.610,,,
12/27,Cash,REINVEST DIV,0.61400,VANGUARD BALANCED,,-19.17,
"",,,,INDEX ADM FUND,,,
"",,,,REINVEST AT 31.240,,,
12/27,Cash,REINVEST DIV,19.45400,VANGUARD INFLATION-,,-492.97,
"",,,,PROTECTED,,,
"",,,,REINVEST AT 25.340,,,"8,843.98"
12/29,Cash,DIVIDEND,,PACIFIC FUNDS,,2.82,
"",,,,FLOATING RATE INCOME,,,
"",,,,ADVISOR,,,
"",,,,122816 71.62600,,,
"",,,,AS OF 12/28/16,,,
12/29,Cash,DIVIDEND,,VANGUARD DIVIDEND ETF,,80.78,
"",,,,APPRECIATION,,,
"",,,,122916 140,,,
12/29,Cash,DIVIDEND,,VANGUARD LRG CAP ETF,,14.78,
"",,,,122916 25,,,
12/29,Cash,DIVIDEND,,VANGUARD HIGH DIVIDEND,,24.01,
"",,,,YIELD INDEX FUNDS,,,
"",,,,ETF,,,
"",,,,122916 36,,,
12/29,Cash,REINVEST DIV,0.27800,PACIFIC FUNDS,,-2.82,
"",,,,FLOATING RATE INCOME,,,
"",,,,ADVISOR,,,
"",,,,REINVEST AT 10.140,,,"8,963.55"
"",,,,PIM,,,001 CLBS CLL3
DATE,ACCOUNT TYPE,CHECK NUMBER,QUANTITY,DESCRIPTION,PRICE,AMOUNT,BALANCES
12/30,Cash,INTEREST,,BANK DEPOSIT SWEEP,,0.07,"8,963.62"
"",,,,"123016 8,963",,,
